Poop Vial ID,Field Poop Vial ID,Duplicate Sample?,Poop Time,FCM Analyzed?,FAM Analyzed?,Sample extracted if Two Samples,Extra Fecal Sample?,MeOH extraction volume (uL),EIA Lab,EIA done by,Date Cort EIA,Date Androgen EIA,Cort Dilution,Androgen Dilution,Cort Volume used,Androgen Volume Used,Cort Concentration,Cort CV,Cort Repeat?,Date Cort repeated,Cort Repeat Dilution,Cort Repeat Volume Used,Repeat Cort Concentration,Repeat Cort CV,Cort Final Concentration,Androgen Final Concentration,Androgen CV,Cort EIA Plate ID Run 1,Cort EIA Plate ID Repeat,Androgen EIA Plate ID,Cort High CV?,Androgen High CV?,BJD Repeated for Cort,,,,,,,,,,,,,,,,,,
B3196,,,,Yes,Yes,,,1000,Boonstra,BJD,27-May-11,5/19/11,32.33333333,9,5.6,10,8.793,1,,,,,,,8.793,18.881,10.1,C.2011.28,,T.2011.22,,,,,,,,,,,,,,,,,,,,,
B3202,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/17/11,32.33333333,9,5.6,10,34.274,,Yes,5/26/11,32.33333333,5.6,29.452,20.9,34.274,7.118,37.4,C.2011.53,,T.2011.17,,Y,,,,,,,,,,,,,,,,,,,
B3209,,,,Yes,Yes,,,1000,Boonstra,BJD,26-May-11,5/15/11,32.33333333,9,5.6,10,38.955,,Yes,5/24/11,32.33333333,5.6,36.109,27.4,38.955,31.766,2.2,C.2011.23,,T.2011.14,,,,,,,,,,,,,,,,,,,,,
B3212,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/29/11,32.33333333,9,5.6,10,9.317,,Yes,5/30/11,32.33333333,5.6,7.877,24.1,9.317,8.302,8.6,C.2011.54,,T.2011.41,,,,,,,,,,,,,,,,,,,,,
B3219,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,6/1/11,32.33333333,9,5.6,10,18.146,14.8,,,,,,,18.146,10.966,7.6,C.2011.51,,T.2011.46,,,,,,,,,,,,,,,,,,,,,
B3223,,,,Yes,Yes,,,1000,Boonstra,BJD,28-May-11,5/20/11,32.33333333,9,5.6,10,12.45,3.5,,,,,,,12.45,16.645,4.8,C.2011.35,,T.2011.28,,,,,,,,,,,,,,,,,,,,,
B3229,,,,Yes,Yes,,,1000,Boonstra,BJD,24-May-11,5/15/11,32.33333333,9,5.6,10,46.356,7.5,Yes,5/27/11,32.33333333,5.6,54.016,17.4,50.186,22.028,0.4,C.2011.15,,T.2011.14,,,,,,,,,,,,,,,,,,,,,
B3237,,,,Yes,Yes,,,1000,Boonstra,BJD,24-May-11,5/15/11,32.33333333,9,5.6,10,44.486,5.4,,,,,,,44.486,19.414,2.3,C.2011.15,,T.2011.14,,,,,,,,,,,,,,,,,,,,,
B3239,,,,Yes,Yes,,,1000,Boonstra,BJD,23-May-11,5/15/11,32.33333333,9,5.6,10,26.974,7.4,,,,,,,26.974,18.067,3.2,C.2011.14,,T.2011.13,,,,,,,,,,,,,,,,,,,,,
B3251,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,6.132,,,,,,,,6.132,3.727,0,C.2011.48,,T.2011.43,,,,,,,,,,,,,,,,,,,,,
B3267,,,,Yes,Yes,,,1000,Boonstra,BJD,28-May-11,5/21/11,32.33333333,9,5.6,10,55.925,14,,,,,,,55.925,13.451,1.2,C.2011.35,,T.2011.32,,,,,,,,,,,,,,,,,,,,,
B3268,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,32.369,,,,,,,,32.369,17.051,0,C.2011.48,,T.2011.43,,,,,,,,,,,,,,,,,,,,,
B3276,,,,Yes,Yes,,,1000,Boonstra,BJD,27-May-11,5/18/11,32.33333333,9,5.6,10,22.172,,,,,,,,22.172,12.202,17.2,C.2011.26,,T.2011.20,,,,,,,,,,,,,,,,,,,,,
B3281,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/21/11,32.33333333,9,5.6,10,12.658,6.1,,,,,,,12.658,13.1,2.8,C.2011.37,,T.2011.31,,,,,,,,,,,,,,,,,,,,,
B3282,,,,Yes,Yes,,,1000,Boonstra,BJD,28-May-11,5/20/11,32.33333333,9,5.6,10,33.926,,,,,,,,33.926,8.062,5.7,C.2011.33,,T.2011.26,,,,,,,,,,,,,,,,,,,,,
B3286,,,,Yes,Yes,,,1000,Boonstra,BJD,24-May-11,5/15/11,32.33333333,9,5.6,10,2.069,,,,,,,,2.069,9.199,13.9,C.2011.15,,T.2011.14,,,,,,,,,,,,,,,,,,,,,
B3287,,,,Yes,Yes,,,1000,Boonstra,BJD,26-May-11,5/17/11,32.33333333,9,5.6,10,31.149,10,,,,,,,31.149,10.329,17.3,C.2011.24,,T.2011.17,,,,,,,,,,,,,,,,,,,,,
B3295,,,,Yes,Yes,,,1000,Boonstra,BJD,26-May-11,5/16/11,32.33333333,9,5.6,10,25.365,,,,,,,,25.365,18.392,10.9,C.2011.23,,T.2011.16,,,,,,,,,,,,,,,,,,,,,
B3296,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,16.114,3,,,,,,,16.114,22.933,10.1,C.2011.47,,T.2011.42,,,,,,,,,,,,,,,,,,,,,
B3297,,,,Yes,Yes,,,1000,Boonstra,BJD,27-May-11,5/18/11,32.33333333,9,5.6,10,44.211,7.1,,,,,,,44.211,12.601,0,C.2011.26,,T.2011.20,,,,,,,,,,,,,,,,,,,,,
B3300,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,15.635,1.2,,,,,,,15.635,19.323,0.1,C.2011.48,,T.2011.43,,,,,,,,,,,,,,,,,,,,,
B3302,,,,Yes,Yes,,,1000,Boonstra,BJD,28-May-11,5/20/11,32.33333333,9,5.6,10,3.071,,,,,,,,3.071,4.137,18.3,C.2011.34,,T.2011.27,,,,,,,,,,,,,,,,,,,,,
B3303,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,4.499,18.3,,,,,,,4.499,7.367,1.3,C.2011.48,,T.2011.43,,,,,,,,,,,,,,,,,,,,,
B3304,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/31/11,32.33333333,9,5.6,10,25.657,3.1,,,,,,,25.657,19.393,15.7,C.2011.49,,T.2011.44,,,,,,,,,,,,,,,,,,,,,
B3305,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,6/1/11,32.33333333,9,5.6,10,20.628,12.5,,,,,,,20.628,30.367,4.1,C.2011.46,,T.2011.48,,,,,,,,,,,,,,,,,,,,,
B3307,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,20.773,8.6,,,,,,,20.773,37.545,7.4,C.2011.47,,T.2011.42,,,,,,,,,,,,,,,,,,,,,
B3310,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/31/11,32.33333333,9,5.6,10,22.747,1.7,,,,,,,22.747,71.996,0.9,C.2011.49,,T.2011.44,,,,,,,,,,,,,,,,,,,,,
B3314,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,45.764,2.7,,,,,,,45.764,16.27,3.4,C.2011.48,,T.2011.43,,,,,,,,,,,,,,,,,,,,,
B3318,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/31/11,32.33333333,9,5.6,10,20.467,14.6,,,,,,,20.467,27.694,3.3,C.2011.49,,T.2011.44,,,,,,,,,,,,,,,,,,,,,
B3320,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,64.051,1.4,,,,,,,64.051,17.329,0.6,C.2011.48,,T.2011.43,,,,,,,,,,,,,,,,,,,,,
B3323,,,,Yes,Yes,,,1000,Boonstra,BJD,24-May-11,5/15/11,32.33333333,9,5.6,10,45.576,17.5,,,,,,,45.576,18.089,1,C.2011.15,,T.2011.14,,,,,,,,,,,,,,,,,,,,,
B3339,,,,Yes,Yes,,,1000,Boonstra,BJD,26-May-11,5/17/11,32.33333333,9,5.6,10,18.258,14.4,,,,,,,18.258,8.69,14.7,C.2011.24,,T.2011.17,,,,,,,,,,,,,,,,,,,,,
B3340,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,21.506,,,,,,,,21.506,8.035,0,C.2011.48,,T.2011.43,,,,,,,,,,,,,,,,,,,,,
B3347,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,6/1/11,32.33333333,9,5.6,10,24.114,2.6,,,,,,,24.114,27.853,2.3,C.2011.55,,T.2011.46,,,,,,,,,,,,,,,,,,,,,
B3355,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/31/11,32.33333333,9,5.6,10,11.262,1.6,,,,,,,11.262,40.438,7.9,C.2011.49,,T.2011.44,,,,,,,,,,,,,,,,,,,,,
B3358,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/26/11,32.33333333,9,5.6,10,26.664,0.1,,,,,,,26.664,28.201,3,C.2011.45,,T.2011.40,,,,,,,,,,,,,,,,,,,,,
B3363,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,6/1/11,32.33333333,9,5.6,10,32.326,5,,,,,,,32.326,20.873,0.8,C.2011.45,,T.2011.48,,,,,,,,,,,,,,,,,,,,,
B3377,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,33.523,9.4,,,,,,,33.523,15.379,13,C.2011.47,,T.2011.42,,,,,,,,,,,,,,,,,,,,,
B3380,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,6/1/11,32.33333333,9,5.6,10,17.219,5.1,,,,,,,17.219,16.744,2,C.2011.55,,T.2011.47,,,,,,,,,,,,,,,,,,,,,
B3381,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/26/11,32.33333333,9,5.6,10,33.064,0.9,,,,,,,33.064,15.252,17.6,C.2011.45,,T.2011.40,,,,,,,,,,,,,,,,,,,,,
B3382,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/29/11,32.33333333,9,5.6,10,10.823,5.8,,,,,,,10.823,32.793,7,C.2011.46,,T.2011.41,,,,,,,,,,,,,,,,,,,,,
B3392,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/31/11,32.33333333,9,5.6,10,29.433,3,,,,,,,29.433,28.989,5.2,C.2011.50,,T.2011.45,,,,,,,,,,,,,,,,,,,,,
B3398,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/29/11,32.33333333,9,5.6,10,11.225,8.6,,,,,,,11.225,7.647,5.5,C.2011.46,,T.2011.41,,,,,,,,,,,,,,,,,,,,,
B3405,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,11.377,16.9,,,,,,,11.377,24.931,4.4,C.2011.48,,T.2011.43,,,,,,,,,,,,,,,,,,,,,
B3407,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/29/11,32.33333333,9,5.6,10,15.568,1.1,,,,,,,15.568,20.216,10.1,C.2011.46,,T.2011.41,,,,,,,,,,,,,,,,,,,,,
B3409,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/31/11,32.33333333,9,5.6,10,13.697,,,,,,,,13.697,8.433,0,C.2011.49,,T.2011.44,,,,,,,,,,,,,,,,,,,,,
B3414,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/30/11,32.33333333,9,5.6,10,18.018,3.9,,,,,,,18.018,41.624,1,C.2011.54,,T.2011.42,,,,,,,,,,,,,,,,,,,,,
B3415,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,6/1/11,32.33333333,9,5.6,10,6.067,2.7,,,,,,,6.067,5.741,4.5,C.2011.55,,T.2011.47,,,,,,,,,,,,,,,,,,,,,
B3418,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,24.631,14.4,,,,,,,24.631,45.748,2.9,C.2011.47,,T.2011.42,,,,,,,,,,,,,,,,,,,,,
B3465,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/26/11,32.33333333,9,5.6,10,35.462,0.1,,,,,,,35.462,15.787,5.4,C.2011.44,,T.2011.39,,,,,,,,,,,,,,,,,,,,,
B3474,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/24/11,32.33333333,9,5.6,10,12.065,4.3,,,,,,,12.065,12.804,2.1,C.2011.39,,T.2011.34,,,,,,,,,,,,,,,,,,,,,
B3500,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/25/11,32.33333333,9,5.6,10,190.321,5.6,,,,,,,190.321,33.709,10.7,C.2011.41,,T.2011.36,,,,,,,,,,,,,,,,,,,,,
B3502,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/24/11,32.33333333,9,5.6,10,16.865,18.7,,,,,,,16.865,7.459,0,C.2011.39,,T.2011.34,,,,,,,,,,,,,,,,,,,,,
B3506,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/24/11,32.33333333,9,5.6,10,63.278,8.6,,,,,,,63.278,16.145,17,C.2011.39,,T.2011.34,,,,,,,,,,,,,,,,,,,,,
B3507,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/25/11,32.33333333,9,5.6,10,68.747,,,,,,,,68.747,26.675,11.2,C.2011.43,,T.2011.38,,,,,,,,,,,,,,,,,,,,,
B3523,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/25/11,32.33333333,9,5.6,10,24.536,,Yes,5/30/11,32.33333333,5.6,16.113,25.2,24.536,29.868,5.7,C.2011.54,,T.2011.38,,,,,,,,,,,,,,,,,,,,,
B3532,,,,Yes,Yes,,,1000,Boonstra,BJD,28-May-11,5/21/11,32.33333333,9,5.6,10,91.694,1.2,,,,,,,91.694,21.498,3.6,C.2011.36,,T.2011.29,,,,,,,,,,,,,,,,,,,,,
B3538,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/21/11,32.33333333,9,5.6,10,28.527,14.3,,,,,,,28.527,12.676,4.8,C.2011.37,,T.2011.31,,,,,,,,,,,,,,,,,,,,,
B3543,,,,Yes,Yes,,,1000,Boonstra,BJD,28-May-11,5/21/11,32.33333333,9,5.6,10,43.64,,,,,,,,43.64,18.873,6.5,C.2011.36,,T.2011.29,,,,,,,,,,,,,,,,,,,,,
B3549,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/26/11,32.33333333,9,5.6,10,18.593,4.4,,,,,,,18.593,13.632,4,C.2011.44,,T.2011.39,,,,,,,,,,,,,,,,,,,,,
B3551,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/31/11,32.33333333,9,5.6,10,11.125,17.7,,,,,,,11.125,30.642,4.9,C.2011.49,,T.2011.44,,,,,,,,,,,,,,,,,,,,,
B3559,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/21/11,32.33333333,9,5.6,10,15.241,10,,,,,,,15.241,7.825,1.6,C.2011.38,,T.2011.33,,,,,,,,,,,,,,,,,,,,,
B3567,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/25/11,32.33333333,9,5.6,10,108.942,12.5,,,,,,,108.942,20.716,3.1,C.2011.42,,T.2011.37,,,,,,,,,,,,,,,,,,,,,
B3573,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/21/11,32.33333333,9,5.6,10,78.014,4,,,,,,,78.014,21.334,0.3,C.2011.37,,T.2011.31,,,,,,,,,,,,,,,,,,,,,
B3597,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/25/11,32.33333333,9,5.6,10,64.47,,,,,,,,64.47,16.23,0,C.2011.41,,T.2011.36,,,,,,,,,,,,,,,,,,,,,
B3598,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,6/1/11,32.33333333,9,5.6,10,23.743,19.1,,,,,,,23.743,22.258,0.8,C.2011.41,,T.2011.48,,,,,,,,,,,,,,,,,,,,,
B3602,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/29/11,32.33333333,9,5.6,10,7.758,3.6,,,,,,,7.758,13.396,1.4,C.2011.46,,T.2011.41,,,,,,,,,,,,,,,,,,,,,
B3608,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,6/1/11,32.33333333,9,5.6,10,31.112,1,,,,,,,31.112,22.579,6.2,C.2011.51,,T.2011.46,,,,,,,,,,,,,,,,,,,,,
B3618,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/31/11,32.33333333,9,5.6,10,3.756,14.5,,,,,,,3.756,5.448,4.4,C.2011.50,,T.2011.45,,,,,,,,,,,,,,,,,,,,,
B3625,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,6/1/11,32.33333333,9,5.6,10,19.479,4.1,,,,,,,19.479,5.789,2.9,C.2011.55,,T.2011.47,,,,,,,,,,,,,,,,,,,,,
B3633,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,6/1/11,32.33333333,9,5.6,10,17.397,,,,,,,,17.397,7.968,0,C.2011.51,,T.2011.46,,,,,,,,,,,,,,,,,,,,,
B3637,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/26/11,32.33333333,9,5.6,10,25.611,4.7,,,,,,,25.611,24.043,1.3,C.2011.45,,T.2011.40,,,,,,,,,,,,,,,,,,,,,
B3643,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/31/11,32.33333333,9,5.6,10,24.939,3.6,,,,,,,24.939,12.557,6.8,C.2011.50,,T.2011.45,,,,,,,,,,,,,,,,,,,,,
B3645,,,,Yes,Yes,,,1000,Boonstra,BJD,28-May-11,5/21/11,32.33333333,9,5.6,10,47.061,13.5,,,,,,,47.061,12.865,3.8,C.2011.36,,T.2011.29,,,,,,,,,,,,,,,,,,,,,
B3646,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,16.047,,,,,,,,16.047,12.498,1.8,C.2011.47,,T.2011.42,,,,,,,,,,,,,,,,,,,,,
B3655,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,12.007,2.1,,,,,,,12.007,19.006,2.1,C.2011.47,,T.2011.42,,,,,,,,,,,,,,,,,,,,,
B3660,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/25/11,32.33333333,9,5.6,10,152.193,,,,,,,,152.193,18.719,0,C.2011.41,,T.2011.36,,,,,,,,,,,,,,,,,,,,,
B3664,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,6/1/11,32.33333333,9,5.6,10,25.338,,,,,,,,25.338,11.562,0,C.2011.55,,T.2011.47,,,,,,,,,,,,,,,,,,,,,
B3665,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/26/11,32.33333333,9,5.6,10,35.75,2.8,,,,,,,35.75,9.157,4.6,C.2011.45,,T.2011.40,,,,,,,,,,,,,,,,,,,,,
B3666,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/29/11,32.33333333,9,5.6,10,9.877,8,,,,,,,9.877,20.414,5.6,C.2011.46,,T.2011.41,,,,,,,,,,,,,,,,,,,,,
B3667,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/29/11,32.33333333,9,5.6,10,14.531,9.7,,,,,,,14.531,9.498,17.1,C.2011.46,,T.2011.41,,,,,,,,,,,,,,,,,,,,,
B3668,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/31/11,32.33333333,9,5.6,10,11.708,19.8,,,,,,,11.708,10.195,3.1,C.2011.49,,T.2011.44,,,,,,,,,,,,,,,,,,,,,
B3669,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/25/11,32.33333333,9,5.6,10,32.684,1,,,,,,,32.684,31.879,11.9,C.2011.42,,T.2011.37,,,,,,,,,,,,,,,,,,,,,
B3670,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,18.291,,,,,,,,18.291,8.701,2.7,C.2011.47,,T.2011.42,,,,,,,,,,,,,,,,,,,,,
B3672,,,,Yes,Yes,,,1000,Boonstra,BJD,28-May-11,5/20/11,32.33333333,9,5.6,10,19.362,,,,,,,,19.362,13.196,20.3,C.2011.35,,T.2011.28,,Y,,,,,,,,,,,,,,,,,,,
B3676,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,6/1/11,32.33333333,9,5.6,10,13.745,,,,,,,,13.745,8.739,0,C.2011.55,,T.2011.47,,,,,,,,,,,,,,,,,,,,,
B3679,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,6/1/11,32.33333333,9,5.6,10,10.351,3.7,,,,,,,10.351,3.688,2.3,C.2011.55,,T.2011.47,,,,,,,,,,,,,,,,,,,,,
B3680,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/26/11,32.33333333,9,5.6,10,56.24,0.1,,,,,,,56.24,14.731,19.1,C.2011.45,,T.2011.40,,,,,,,,,,,,,,,,,,,,,
B3681,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,15.491,,,,,,,,15.491,11.84,0.8,C.2011.47,,T.2011.42,,,,,,,,,,,,,,,,,,,,,
B3684,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,25.203,4.6,,,,,,,25.203,33.939,5.8,C.2011.48,,T.2011.43,,,,,,,,,,,,,,,,,,,,,
B3687,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/21/11,32.33333333,9,5.6,10,16.879,1.8,,,,,,,16.879,13.289,1.6,C.2011.54,,T.2011.31,,,,,,,,,,,,,,,,,,,,,
B3695,,,,,Yes,,,1000,Boonstra,BJD,,6/1/11,,9,,10,,,,,,,,,,11.027,0,,,T.2011.47,,,,,,,,,,,,,,,,,,,,,
B3699,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/26/11,32.33333333,9,5.6,10,37.713,15.7,,,,,,,37.713,16.416,1.6,C.2011.44,,T.2011.39,,,,,,,,,,,,,,,,,,,,,
B3719,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,6/1/11,32.33333333,9,5.6,10,65.7,6.6,,,,,,,65.7,25.259,8.2,C.2011.39,,T.2011.48,,,,,,,,,,,,,,,,,,,,,
B3721,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,6/1/11,32.33333333,9,5.6,10,32.179,3.5,,,,,,,32.179,20.338,7.9,C.2011.39,,T.2011.48,,,,,,,,,,,,,,,,,,,,,
B3722,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/26/11,32.33333333,9,5.6,10,34.768,10.9,,,,,,,34.768,15.247,13.6,C.2011.54,,T.2011.39,,,,,,,,,,,,,,,,,,,,,
B3732,,,,,Yes,,,1000,Boonstra,BJD,,6/1/11,,9,,10,,,,,,,,,,14.089,2.9,,,T.2011.47,,,,,,,,,,,,,,,,,,,,,
B3733,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/24/11,32.33333333,9,5.6,10,54.23,,,,,,,,54.23,16.24,0,C.2011.39,,T.2011.34,,,,,,,,,,,,,,,,,,,,,
B3741,,,,Yes,Yes,,,1000,Boonstra,BJD,28-May-11,5/21/11,32.33333333,9,5.6,10,60.658,,,,,,,,60.658,16.498,13.1,C.2011.35,,T.2011.32,,,,,,,,,,,,,,,,,,,,,
B3753,,,,Yes,Yes,,,1000,Boonstra,BJD,28-May-11,5/21/11,32.33333333,9,5.6,10,31.304,,,,,,,,31.304,17.288,4.5,C.2011.36,,T.2011.29,,,,,,,,,,,,,,,,,,,,,
B3756,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/21/11,32.33333333,9,5.6,10,14.853,1.1,,,,,,,14.853,9.193,3.2,C.2011.37,,T.2011.31,,,,,,,,,,,,,,,,,,,,,
B3760,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/26/11,32.33333333,9,5.6,10,23.645,4.5,,,,,,,23.645,20.955,16.9,C.2011.45,,T.2011.40,,,,,,,,,,,,,,,,,,,,,
B3764,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/26/11,32.33333333,9,5.6,10,6.182,6.3,,,,,,,6.182,8.78,8.7,C.2011.45,,T.2011.40,,,,,,,,,,,,,,,,,,,,,
B3769,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/21/11,32.33333333,9,5.6,10,37.011,10.9,,,,,,,37.011,18.238,0.6,C.2011.37,,T.2011.31,,,,,,,,,,,,,,,,,,,,,
B3783,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/21/11,32.33333333,9,5.6,10,39.922,2.4,,,,,,,39.922,17.854,16.5,C.2011.37,,T.2011.31,,,,,,,,,,,,,,,,,,,,,
B3785,,,,Yes,Yes,,,1000,Boonstra,BJD,1-Jun-11,6/1/11,32.33333333,9,5.6,10,12.95,8.7,,,,,,,12.95,16.719,5.6,C.2011.55,,T.2011.47,,,,,,,,,,,,,,,,,,,,,
B3792,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/30/11,32.33333333,9,5.6,10,18.398,,,,,,,,18.398,23.412,22.5,C.2011.47,,T.2011.42,,Y,,,,,,,,,,,,,,,,,,,
B3805,,,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/21/11,32.33333333,9,5.6,10,13.362,,,,,,,,13.362,16.255,12.9,C.2011.37,,T.2011.31,,,,,,,,,,,,,,,,,,,,,
B3814,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,5/31/11,32.33333333,9,5.6,10,17.012,,,,,,,,17.012,22.984,0,C.2011.49,,T.2011.44,,,,,,,,,,,,,,,,,,,,,
B3832,,,,Yes,Yes,,,1000,Boonstra,BJD,28-May-11,5/21/11,32.33333333,9,5.6,10,22.275,18.9,,,,,,,22.275,25.704,5.8,C.2011.36,,T.2011.29,,,,,,,,,,,,,,,,,,,,,
B3834,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,6/1/11,32.33333333,9,5.6,10,99.644,8.7,,,,,,,99.644,50.233,15.7,C.2011.51,,T.2011.46,,,,,,,,,,,,,,,,,,,,,
B3838,,,,Yes,Yes,,,1000,Boonstra,BJD,28-May-11,5/21/11,32.33333333,9,5.6,10,61.509,,,,,,,,61.509,18.926,15.2,C.2011.36,,T.2011.29,,,,,,,,,,,,,,,,,,,,,
B3841,,,,Yes,Yes,,,1000,Boonstra,BJD,28-May-11,5/21/11,32.33333333,9,5.6,10,51.871,1.2,,,,,,,51.871,16.051,0.8,C.2011.36,,T.2011.29,,,,,,,,,,,,,,,,,,,,,
B3843,,,,Yes,Yes,,,1000,Boonstra,BJD,30-May-11,5/26/11,32.33333333,9,5.6,10,55.363,2.3,,,,,,,55.363,13.626,1.3,C.2011.44,,T.2011.39,,,,,,,,,,,,,,,,,,,,,
B3850,,,,Yes,Yes,,,1000,Boonstra,BJD,31-May-11,6/1/11,32.33333333,9,5.6,10,6.751,4.3,,,,,,,6.751,3.169,5.9,C.2011.51,,T.2011.46,,,,,,,,,,,,,,,,,,,,,
B3854,,Y,,Yes,Yes,,,1000,Boonstra,BJD,29-May-11,5/25/11,32.33333333,9,5.6,10,39.394,8.7,,,,,,,39.394,14.066,8.1,C.2011.40,,T.2011.35,,,,,,,,,,,,,,,,,,,,,
