"","litter_id","year","grid","squirrel_id","ln","part_date","part_source"
"1192",2248,1999,"KL",5175,1,100,"field"
"1193",2249,1999,"KL",5176,1,NA,NA
"1194",2251,1999,"KL",5194,1,98,"weight"
"1195",2252,1999,"KL",5231,1,104,"weight"
"1196",2253,1999,"KL",5258,1,NA,NA
"1197",2254,1999,"KL",5339,1,99,"field"
"1198",2255,1999,"KL",5348,1,94,"weight"
"1199",2257,1999,"KL",5418,1,87,"weight"
"1200",2258,1999,"KL",5461,1,NA,NA
"1201",2261,1999,"KL",5513,1,104,"weight"
"1202",2263,1999,"KL",5518,1,104,"weight"
"1203",2265,1999,"KL",5544,1,111,"weight"
"1204",2268,1999,"KL",5627,1,92,"field"
"1205",2269,1999,"KL",5674,1,100,"field"
"1206",2272,1999,"KL",5755,1,103,"weight"
"1207",2273,1999,"KL",5763,1,112,"weight"
"1208",2278,1999,"KL",6041,1,85,"weight"
"1209",2282,1999,"KL",6532,1,106,"weight"
"1210",2283,1999,"LL",3815,1,84,"weight"
"1211",2284,1999,"LL",3822,1,67,"field"
"1212",2285,1999,"LL",3833,1,83,"weight"
"1213",2286,1999,"LL",3854,1,86,"weight"
"1214",2287,1999,"LL",3880,1,75,"field"
"1215",2289,1999,"LL",3948,1,NA,NA
"1216",2290,1999,"LL",3958,1,NA,NA
"1217",2291,1999,"LL",4226,1,96,"weight"
"1218",2292,1999,"LL",4228,1,83,"weight"
"1219",2293,1999,"LL",4252,1,107,"weight"
"1220",2294,1999,"LL",4331,1,87,"trap"
"1221",2295,1999,"LL",4332,1,90,"trap"
"1222",2296,1999,"LL",4333,1,85,"weight"
"1223",2298,1999,"LL",4337,1,89,"trap"
"1224",2299,1999,"LL",4346,1,84,"field"
"1225",2300,1999,"LL",4349,1,NA,NA
"1226",2301,1999,"LL",4354,1,101,"weight"
"1227",2302,1999,"LL",4365,1,100,"weight"
"1228",2306,1999,"LL",4387,1,88,"weight"
"1229",2310,1999,"LL",4410,1,82,"weight"
"1230",2311,1999,"LL",4413,1,106,"weight"
"1231",2312,1999,"LL",4414,1,87,"weight"
"1232",2313,1999,"LL",4418,1,93,"weight"
"1233",2314,1999,"LL",4441,1,97,"weight"
"1234",2316,1999,"LL",4455,1,89,"weight"
"1235",2318,1999,"LL",4559,1,68,"weight"
"1236",2319,1999,"LL",4610,1,110,"weight"
"1237",2320,1999,"LL",4629,1,98,"weight"
"1238",2322,1999,"LL",4751,1,92,"weight"
"1239",2325,1999,"LL",4863,1,96,"weight"
"1240",2326,1999,"LL",4872,1,115,"weight"
"1241",2328,1999,"LL",4877,1,79,"field"
"1242",2331,1999,"LL",4951,1,85,"weight"
"1243",2333,1999,"LL",5170,1,96,"weight"
"1244",2335,1999,"LL",5182,1,80,"field"
"1245",2337,1999,"LL",5410,1,102,"weight"
"1246",2338,1999,"LL",5453,1,NA,NA
"1247",2340,1999,"LL",5497,1,93,"weight"
"1248",2343,1999,"LL",5825,1,111,"weight"
"1249",2344,1999,"LL",5829,1,88,"field"
"1250",2345,1999,"LL",6093,1,87,"trap"
"1251",2347,1999,"SU",3898,1,90,"weight"
"1252",2348,1999,"SU",3899,1,76,"trap"
"1253",2349,1999,"SU",4077,1,80,"field"
"1254",2350,1999,"SU",4078,1,87,"weight"
"1255",2351,1999,"SU",4091,1,89,"weight"
"1256",2352,1999,"SU",4112,1,115,"field"
"1257",2354,1999,"SU",4149,1,92,"trap"
"1258",2355,1999,"SU",4235,1,83,"weight"
"1259",2356,1999,"SU",4244,1,87,"weight"
"1260",2357,1999,"SU",4254,1,85,"trap"
"1261",2359,1999,"SU",4257,1,82,"trap"
"1262",2360,1999,"SU",4272,1,73,"field"
"1263",2361,1999,"SU",4286,1,82,"weight"
"1264",2363,1999,"SU",4312,1,96,"weight"
"1265",2364,1999,"SU",4316,1,95,"weight"
"1266",2366,1999,"SU",4325,1,NA,NA
"1267",2367,1999,"SU",4343,1,100,"weight"
"1268",2368,1999,"SU",4350,1,94,"field"
"1269",2369,1999,"SU",4356,1,110,"field"
"1270",2370,1999,"SU",4370,1,71,"field"
"1271",2371,1999,"SU",4374,1,86,"field"
"1272",2372,1999,"SU",4386,1,93,"weight"
"1273",2374,1999,"SU",4416,1,96,"field"
"1274",2375,1999,"SU",4435,1,90,"trap"
"1275",2376,1999,"SU",4439,1,87,"trap"
"1276",2377,1999,"SU",4476,1,74,"weight"
"1277",2378,1999,"SU",4537,1,93,"weight"
"1278",2379,1999,"SU",4538,1,86,"weight"
"1279",2380,1999,"SU",4572,1,95,"trap"
"1280",2381,1999,"SU",4581,1,91,"weight"
"1281",2382,1999,"SU",4585,1,90,"field"
"1282",2383,1999,"SU",4595,1,91,"weight"
"1283",2384,1999,"SU",4597,1,95,"trap"
"1284",2385,1999,"SU",4603,1,84,"trap"
"1285",2389,1999,"SU",4640,1,53,"weight"
"1286",2390,1999,"SU",4642,1,80,"weight"
"1287",2393,1999,"SU",4727,1,88,"trap"
"1288",2394,1999,"SU",4787,1,90,"trap"
"1289",2396,1999,"SU",4837,1,153,"field"
"1290",2399,1999,"SU",4893,1,66,"field"
"1291",2401,1999,"SU",4899,1,NA,NA
"1292",2402,1999,"SU",4901,1,131,"weight"
"1293",2403,1999,"SU",4925,1,97,"trap"
"1294",2404,1999,"SU",4942,1,87,"trap"
"1295",2407,1999,"SU",5001,1,87,"trap"
"1296",2409,1999,"SU",5049,1,85,"trap"
"1297",2410,1999,"SU",5110,1,84,"weight"
"1298",2412,1999,"SU",5136,1,88,"trap"
"1299",2413,1999,"SU",5190,1,96,"weight"
"1300",2415,1999,"SU",5228,1,69,"weight"
"1301",2416,1999,"SU",5230,1,83,"weight"
"1302",2417,1999,"SU",5239,1,NA,NA
"1303",2419,1999,"SU",5253,1,90,"weight"
"1304",2421,1999,"SU",5350,1,81,"weight"
"1305",2423,1999,"SU",5378,1,82,"trap"
"1306",2424,1999,"SU",5454,1,194,"field"
"1307",2426,1999,"SU",5482,1,89,"weight"
"1308",2427,1999,"SU",5540,1,97,"trap"
"1309",2428,1999,"SU",5562,1,90,"trap"
"1310",2430,1999,"SU",5586,1,87,"trap"
"1311",2431,1999,"SU",5682,1,92,"trap"
"1312",2432,1999,"SU",5696,1,105,"weight"
"1313",2434,1999,"SU",5749,1,98,"field"
"1314",2435,1999,"SU",5856,1,NA,NA
"1315",2437,1999,"SU",6342,1,102,"field"
"1316",2444,2000,"AG",4570,1,NA,NA
"1317",2452,2000,"AG",4690,1,130,"trap"
"1318",2453,2000,"AG",4691,1,NA,NA
"1319",2454,2000,"AG",4743,1,116,"weight"
"1320",2455,2000,"AG",4765,1,NA,NA
"1321",2456,2000,"AG",4767,1,104,"trap"
"1322",2457,2000,"AG",4768,1,112,"trap"
"1323",2460,2000,"AG",4811,1,103,"weight"
"1324",2461,2000,"AG",4814,1,121,"trap"
"1325",2462,2000,"AG",4844,1,109,"weight"
"1326",2463,2000,"AG",4858,1,119,"trap"
"1327",2466,2000,"AG",5354,1,108,"weight"
"1328",2468,2000,"AG",5359,1,NA,NA
"1329",2469,2000,"AG",5420,1,119,"trap"
"1330",2471,2000,"AG",5446,1,NA,NA
"1331",2473,2000,"AG",5532,1,NA,NA
"1332",2481,2000,"AG",6066,1,112,"weight"
"1333",2483,2000,"AG",7003,1,123,"weight"
"1334",2485,2000,"KL",4582,1,NA,NA
"1335",2486,2000,"KL",4623,1,109,"trap"
"1336",2487,2000,"KL",4670,1,NA,NA
"1337",2488,2000,"KL",4682,1,118,"weight"
"1338",2489,2000,"KL",4697,1,112,"trap"
"1339",2490,2000,"KL",4704,1,124,"weight"
"1340",2491,2000,"KL",4705,1,126,"trap"
"1341",2492,2000,"KL",4713,1,101,"field"
"1342",2493,2000,"KL",4722,1,107,"weight"
"1343",2494,2000,"KL",4728,1,NA,NA
"1344",2495,2000,"KL",4735,1,131,"weight"
"1345",2496,2000,"KL",4741,1,113,"weight"
"1346",2497,2000,"KL",4760,1,102,"weight"
"1347",2501,2000,"KL",4784,1,119,"weight"
"1348",2502,2000,"KL",4792,1,108,"trap"
"1349",2504,2000,"KL",4810,1,130,"trap"
"1350",2505,2000,"KL",4818,1,157,"weight"
"1351",2508,2000,"KL",4826,1,105,"weight"
"1352",2509,2000,"KL",4842,1,126,"weight"
"1353",2511,2000,"KL",4865,1,90,"field"
"1354",2512,2000,"KL",4870,1,102,"trap"
"1355",2514,2000,"KL",4879,1,96,"weight"
"1356",2515,2000,"KL",4881,1,106,"weight"
"1357",2518,2000,"KL",4895,1,114,"trap"
"1358",2519,2000,"KL",4898,1,101,"trap"
"1359",2520,2000,"KL",4906,1,126,"field"
"1360",2521,2000,"KL",4909,1,100,"weight"
"1361",2522,2000,"KL",4916,1,111,"weight"
"1362",2526,2000,"KL",4996,1,89,"weight"
"1363",2527,2000,"KL",5020,1,112,"weight"
"1364",2530,2000,"KL",5176,1,118,"trap"
"1365",2531,2000,"KL",5187,1,118,"trap"
"1366",2532,2000,"KL",5194,1,107,"weight"
"1367",2533,2000,"KL",5231,1,106,"trap"
"1368",2534,2000,"KL",5258,1,139,"weight"
"1369",2535,2000,"KL",5339,1,110,"trap"
"1370",2538,2000,"KL",5360,1,101,"weight"
"1371",2539,2000,"KL",5418,1,107,"weight"
"1372",2551,2000,"KL",5674,1,100,"field"
"1373",2556,2000,"KL",5763,1,109,"trap"
"1374",2561,2000,"KL",6041,1,96,"weight"
"1375",2564,2000,"KL",6532,1,114,"trap"
"1376",2565,2000,"LL",4559,1,NA,NA
"1377",2566,2000,"LL",4610,1,NA,NA
"1378",2567,2000,"LL",4747,1,142,"weight"
"1379",2569,2000,"LL",4751,1,137,"weight"
"1380",2574,2000,"LL",4798,1,104,"weight"
"1381",2577,2000,"LL",4863,1,109,"trap"
"1382",2583,2000,"LL",4880,1,130,"weight"
"1383",2584,2000,"LL",4882,1,120,"weight"
"1384",2586,2000,"LL",4930,1,108,"weight"
"1385",2589,2000,"LL",5170,1,131,"trap"
"1386",2590,2000,"LL",5182,1,NA,NA
"1387",2593,2000,"LL",5410,1,138,"trap"
"1388",2594,2000,"LL",5453,1,120,"weight"
"1389",2595,2000,"LL",5460,1,122,"trap"
"1390",2599,2000,"LL",5549,1,117,"trap"
"1391",2600,2000,"LL",5568,1,119,"weight"
"1392",2601,2000,"LL",5829,1,107,"trap"
"1393",2602,2000,"LL",6093,1,148,"trap"
"1394",2603,2000,"SU",4595,1,99,"trap"
"1395",2605,2000,"SU",4640,1,97,"trap"
"1396",2608,2000,"SU",4724,1,134,"weight"
"1397",2610,2000,"SU",4787,1,116,"weight"
"1398",2612,2000,"SU",4864,1,113,"weight"
"1399",2617,2000,"SU",4901,1,125,"trap"
"1400",2618,2000,"SU",4925,1,155,"trap"
"1401",2620,2000,"SU",4954,1,127,"trap"
"1402",2621,2000,"SU",4992,1,119,"trap"
"1403",2625,2000,"SU",5049,1,104,"trap"
"1404",2628,2000,"SU",5110,1,124,"weight"
"1405",2630,2000,"SU",5136,1,155,"trap"
"1406",2631,2000,"SU",5190,1,104,"trap"
"1407",2635,2000,"SU",5230,1,NA,NA
"1408",2643,2000,"SU",5351,1,NA,NA
"1409",2648,2000,"SU",5482,1,124,"weight"
"1410",2649,2000,"SU",5540,1,131,"field"
"1411",2650,2000,"SU",5562,1,142,"trap"
"1412",2655,2000,"SU",5696,1,122,"weight"
"1413",2657,2000,"SU",5749,1,114,"weight"
"1414",2658,2000,"SU",5856,1,155,"weight"
"1415",2660,2000,"SU",6342,1,121,"weight"
"1416",2676,2001,"KL",4996,1,118,"weight"
"1417",2678,2001,"KL",5020,1,134,"weight"
"1418",2679,2001,"KL",5101,1,155,"weight"
"1419",2680,2001,"KL",5118,1,148,"weight"
"1420",2681,2001,"KL",5166,1,133,"trap"
"1421",2682,2001,"KL",5175,1,133,"weight"
"1422",2683,2001,"KL",5176,1,130,"weight"
"1423",2684,2001,"KL",5186,1,137,"weight"
"1424",2685,2001,"KL",5187,1,136,"weight"
"1425",2686,2001,"KL",5194,1,130,"trap"
"1426",2687,2001,"KL",5231,1,141,"weight"
"1427",2688,2001,"KL",5258,1,133,"weight"
"1428",2689,2001,"KL",5339,1,132,"trap"
"1429",2690,2001,"KL",5348,1,NA,NA
"1430",2695,2001,"KL",5418,1,125,"weight"
"1431",2697,2001,"KL",5461,1,125,"weight"
"1432",2699,2001,"KL",5496,1,138,"trap"
"1433",2701,2001,"KL",5513,1,139,"trap"
"1434",2703,2001,"KL",5518,1,132,"weight"
"1435",2704,2001,"KL",5526,1,132,"weight"
"1436",2705,2001,"KL",5544,1,142,"trap"
"1437",2706,2001,"KL",5561,1,129,"weight"
"1438",2707,2001,"KL",5587,1,124,"trap"
"1439",2710,2001,"KL",5627,1,113,"weight"
"1440",2711,2001,"KL",5674,1,126,"weight"
"1441",2712,2001,"KL",5715,1,133,"trap"
"1442",2713,2001,"KL",5717,1,118,"trap"
"1443",2715,2001,"KL",5754,1,126,"trap"
"1444",2716,2001,"KL",5755,1,143,"weight"
"1445",2717,2001,"KL",5763,1,125,"trap"
"1446",2719,2001,"KL",5776,1,136,"weight"
"1447",2720,2001,"KL",5808,1,132,"trap"
"1448",2723,2001,"KL",5940,1,125,"weight"
"1449",2724,2001,"KL",6041,1,129,"weight"
"1450",2725,2001,"KL",6071,1,139,"trap"
"1451",2726,2001,"KL",6072,1,128,"weight"
"1452",2727,2001,"KL",6532,1,115,"field"
"1453",2728,2001,"LL",5498,1,NA,NA
"1454",2729,2001,"SU",4925,1,115,"trap"
"1455",2731,2001,"SU",4954,1,NA,NA
"1456",2732,2001,"SU",4992,1,137,"weight"
"1457",2733,2001,"SU",5001,1,129,"weight"
"1458",2734,2001,"SU",5043,1,128,"trap"
"1459",2735,2001,"SU",5049,1,128,"weight"
"1460",2736,2001,"SU",5083,1,163,"weight"
"1461",2737,2001,"SU",5110,1,126,"weight"
"1462",2738,2001,"SU",5125,1,117,"trap"
"1463",2739,2001,"SU",5136,1,147,"weight"
"1464",2740,2001,"SU",5190,1,134,"weight"
"1465",2741,2001,"SU",5199,1,129,"weight"
"1466",2742,2001,"SU",5228,1,130,"weight"
"1467",2743,2001,"SU",5230,1,115,"weight"
"1468",2744,2001,"SU",5239,1,126,"weight"
"1469",2745,2001,"SU",5247,1,129,"weight"
"1470",2746,2001,"SU",5252,1,149,"trap"
"1471",2747,2001,"SU",5253,1,130,"weight"
"1472",2749,2001,"SU",5264,1,132,"trap"
"1473",2750,2001,"SU",5350,1,173,"weight"
"1474",2751,2001,"SU",5351,1,141,"weight"
"1475",2752,2001,"SU",5378,1,NA,NA
"1476",2754,2001,"SU",5454,1,113,"weight"
"1477",2755,2001,"SU",5463,1,132,"trap"
"1478",2756,2001,"SU",5482,1,109,"weight"
"1479",2758,2001,"SU",5540,1,134,"weight"
"1480",2759,2001,"SU",5562,1,123,"weight"
"1481",2760,2001,"SU",5564,1,130,"weight"
"1482",2761,2001,"SU",5586,1,135,"weight"
"1483",2762,2001,"SU",5682,1,131,"weight"
"1484",2763,2001,"SU",5696,1,130,"weight"
"1485",2766,2001,"SU",5725,1,129,"weight"
"1486",2767,2001,"SU",5749,1,130,"weight"
"1487",2768,2001,"SU",5856,1,132,"weight"
"1488",2769,2001,"SU",5959,1,121,"weight"
"1489",2771,2001,"SU",6342,1,118,"weight"
"1490",2772,2001,"SU",6348,1,143,"field"
"1491",2774,2001,"SU",6495,1,114,"weight"
"1492",2776,2001,"SU",6506,1,151,"weight"
"1493",2777,2001,"SU",6508,1,139,"weight"
"1494",2779,2001,"SU",6834,1,140,"weight"
"1495",2781,2011,"SU",12003,1,99,"trap"
"1496",2787,2002,"AG",5354,1,141,"trap"
"1497",2788,2002,"AG",5359,1,124,"weight"
"1498",2789,2002,"AG",5381,1,141,"trap"
"1499",2790,2002,"AG",5420,1,138,"weight"
"1500",2791,2002,"AG",5421,1,NA,NA
"1501",2794,2002,"AG",5532,1,139,"weight"
"1502",2795,2002,"AG",5695,1,126,"weight"
"1503",2797,2002,"AG",5810,1,141,"trap"
"1504",2798,2002,"AG",5873,1,145,"weight"
"1505",2800,2002,"AG",6066,1,NA,NA
"1506",2801,2002,"AG",6209,1,133,"weight"
"1507",2802,2002,"AG",6244,1,NA,NA
"1508",2803,2002,"KL",5258,1,NA,NA
"1509",2804,2002,"KL",5339,1,143,"weight"
"1510",2805,2002,"KL",5348,1,126,"trap"
"1511",2806,2002,"KL",5355,1,123,"trap"
"1512",2807,2002,"KL",5357,1,136,"weight"
"1513",2808,2002,"KL",5360,1,123,"weight"
"1514",2810,2002,"KL",5418,1,129,"weight"
"1515",2811,2002,"KL",5422,1,122,"trap"
"1516",2812,2002,"KL",5461,1,122,"weight"
"1517",2814,2002,"KL",5496,1,120,"trap"
"1518",2816,2002,"KL",5513,1,124,"weight"
"1519",2818,2002,"KL",5518,1,135,"weight"
"1520",2821,2002,"KL",5544,1,132,"weight"
"1521",2822,2002,"KL",5561,1,119,"trap"
"1522",2826,2002,"KL",5587,1,134,"weight"
"1523",2827,2002,"KL",5594,1,123,"field"
"1524",2829,2002,"KL",5627,1,100,"trap"
"1525",2831,2002,"KL",5674,1,102,"trap"
"1526",2832,2002,"KL",5715,1,122,"weight"
"1527",2833,2002,"KL",5717,1,110,"trap"
"1528",2835,2002,"KL",5754,1,131,"weight"
"1529",2836,2002,"KL",5755,1,127,"weight"
"1530",2837,2002,"KL",5763,1,128,"trap"
"1531",2838,2002,"KL",5764,1,122,"weight"
"1532",2839,2002,"KL",5776,1,124,"trap"
"1533",2840,2002,"KL",5808,1,118,"weight"
"1534",2841,2002,"KL",5824,1,117,"trap"
"1535",2844,2002,"KL",5940,1,125,"weight"
"1536",2845,2002,"KL",6041,1,114,"weight"
"1537",2846,2002,"KL",6071,1,123,"trap"
"1538",2847,2002,"KL",6072,1,119,"weight"
"1539",2856,2002,"SU",5252,1,NA,NA
"1540",2858,2002,"SU",5264,1,120,"weight"
"1541",2859,2002,"SU",5350,1,128,"field"
"1542",2860,2002,"SU",5351,1,132,"weight"
"1543",2861,2002,"SU",5378,1,118,"trap"
"1544",2862,2002,"SU",5454,1,120,"weight"
"1545",2863,2002,"SU",5463,1,139,"trap"
"1546",2865,2002,"SU",5482,1,157,"weight"
"1547",2869,2002,"SU",5505,1,143,"trap"
"1548",2870,2002,"SU",5540,1,121,"trap"
"1549",2871,2002,"SU",5562,1,121,"weight"
"1550",2872,2002,"SU",5564,1,118,"trap"
"1551",2873,2002,"SU",5586,1,123,"trap"
"1552",2874,2002,"SU",5682,1,121,"weight"
"1553",2875,2002,"SU",5696,1,112,"field"
"1554",2876,2002,"SU",5724,1,131,"weight"
"1555",2877,2002,"SU",5725,1,113,"trap"
"1556",2878,2002,"SU",5749,1,117,"trap"
"1557",2880,2002,"SU",5856,1,129,"weight"
"1558",2881,2002,"SU",5959,1,153,"weight"
"1559",2882,2002,"SU",6342,1,114,"weight"
"1560",2883,2002,"SU",6348,1,121,"weight"
"1561",2885,2002,"SU",6495,1,101,"field"
"1562",2886,2002,"SU",6502,1,120,"weight"
"1563",2887,2002,"SU",6506,1,133,"weight"
"1564",2888,2002,"SU",6508,1,122,"trap"
"1565",2890,2002,"SU",6834,1,123,"weight"
"1566",2897,2003,"KL",5583,1,NA,NA
"1567",2898,2003,"KL",5587,1,NA,NA
"1568",2901,2003,"KL",5616,1,131,"weight"
"1569",2902,2003,"KL",5715,1,127,"weight"
"1570",2903,2003,"KL",5717,1,116,"weight"
"1571",2904,2003,"KL",5750,1,124,"trap"
"1572",2906,2003,"KL",5755,1,137,"weight"
"1573",2907,2003,"KL",5762,1,135,"weight"
"1574",2908,2003,"KL",5763,1,119,"weight"
"1575",2909,2003,"KL",5764,1,102,"weight"
"1576",2913,2003,"KL",5776,1,143,"weight"
"1577",2915,2003,"KL",5824,1,NA,NA
"1578",2917,2003,"KL",5833,1,113,"weight"
"1579",2918,2003,"KL",5842,1,134,"weight"
"1580",2919,2003,"KL",5853,1,124,"weight"
"1581",2920,2003,"KL",5940,1,123,"weight"
"1582",2924,2003,"KL",6041,1,125,"weight"
"1583",2926,2003,"KL",6057,1,151,"weight"
"1584",2927,2003,"KL",6071,1,106,"weight"
"1585",2928,2003,"KL",6072,1,109,"weight"
"1586",2930,2003,"KL",6236,1,129,"weight"
"1587",2931,2003,"KL",6272,1,129,"weight"
"1588",2932,2003,"KL",6362,1,139,"weight"
"1589",2933,2003,"KL",6392,1,122,"weight"
"1590",2936,2003,"KL",6538,1,144,"weight"
"1591",2937,2003,"KL",6617,1,145,"weight"
"1592",2939,2003,"KL",7609,1,114,"weight"
"1593",2942,2003,"LL",5823,1,131,"field"
"1594",2943,2003,"LL",5825,1,126,"field"
"1595",2945,2003,"LL",5832,1,142,"weight"
"1596",2947,2003,"LL",5954,1,93,"field"
"1597",2949,2003,"LL",6251,1,147,"weight"
"1598",2952,2003,"LL",6380,1,96,"field"
"1599",2953,2003,"LL",6587,1,148,"trap"
"1600",2956,2003,"LL",8258,1,129,"field"
"1601",2957,2003,"SU",5586,1,NA,NA
"1602",2959,2003,"SU",5682,1,135,"weight"
"1603",2960,2003,"SU",5696,1,101,"weight"
"1604",2961,2003,"SU",5724,1,127,"weight"
"1605",2962,2003,"SU",5725,1,107,"weight"
"1606",2963,2003,"SU",5749,1,121,"weight"
"1607",2964,2003,"SU",5751,1,108,"weight"
"1608",2967,2003,"SU",5856,1,136,"trap"
"1609",2973,2003,"SU",6342,1,115,"weight"
"1610",2974,2003,"SU",6347,1,116,"weight"
"1611",2975,2003,"SU",6348,1,86,"weight"
"1612",2976,2003,"SU",6373,1,154,"weight"
"1613",2977,2003,"SU",6398,1,130,"weight"
"1614",2978,2003,"SU",6458,1,125,"weight"
"1615",2979,2003,"SU",6495,1,101,"weight"
"1616",2980,2003,"SU",6502,1,NA,NA
"1617",2981,2003,"SU",6506,1,117,"trap"
"1618",2982,2003,"SU",6508,1,123,"weight"
"1619",2983,2003,"SU",6526,1,144,"weight"
"1620",2985,2003,"SU",6834,1,97,"trap"
"1621",2986,2003,"SU",7068,1,140,"trap"
"1622",2987,2003,"SU",7278,1,137,"trap"
"1623",2989,2003,"SU",7643,1,140,"trap"
"1624",2990,2003,"SU",7768,1,117,"weight"
"1625",2991,2003,"SU",8513,1,157,"weight"
"1626",3007,2004,"AG",5948,1,118,"weight"
"1627",3009,2004,"AG",5962,1,117,"weight"
"1628",3011,2004,"AG",6059,1,136,"weight"
"1629",3012,2004,"AG",6060,1,102,"weight"
"1630",3013,2004,"AG",6066,1,136,"weight"
"1631",3015,2004,"AG",6209,1,NA,NA
"1632",3017,2004,"AG",6244,1,129,"trap"
"1633",3018,2004,"AG",6290,1,110,"weight"
"1634",3019,2004,"AG",6340,1,145,"trap"
"1635",3020,2004,"AG",6349,1,119,"weight"
"1636",3022,2004,"AG",6406,1,109,"field"
"1637",3023,2004,"AG",6420,1,111,"weight"
"1638",3025,2004,"AG",6490,1,114,"weight"
"1639",3026,2004,"AG",6665,1,128,"field"
"1640",3027,2004,"AG",6727,1,114,"weight"
"1641",3031,2004,"AG",6936,1,108,"field"
"1642",3032,2004,"AG",7000,1,126,"weight"
"1643",3033,2004,"AG",7013,1,117,"weight"
"1644",3035,2004,"AG",7036,1,120,"field"
"1645",3039,2004,"AG",7210,1,105,"weight"
"1646",3042,2004,"AG",7501,1,NA,NA
"1647",3043,2004,"AG",7545,1,124,"trap"
"1648",3044,2004,"AG",7841,1,NA,NA
"1649",3051,2004,"KL",5908,1,NA,NA
"1650",3052,2004,"KL",5940,1,NA,NA
"1651",3053,2004,"KL",5952,1,115,"weight"
"1652",3054,2004,"KL",5986,1,125,"weight"
"1653",3055,2004,"KL",6002,1,137,"weight"
"1654",3056,2004,"KL",6041,1,133,"weight"
"1655",3057,2004,"KL",6055,1,137,"trap"
"1656",3058,2004,"KL",6057,1,129,"weight"
"1657",3059,2004,"KL",6071,1,127,"weight"
"1658",3060,2004,"KL",6072,1,123,"trap"
"1659",3061,2004,"KL",6236,1,134,"weight"
"1660",3062,2004,"KL",6272,1,137,"weight"
"1661",3064,2004,"KL",6362,1,124,"weight"
"1662",3066,2004,"KL",6390,1,137,"weight"
"1663",3067,2004,"KL",6392,1,130,"weight"
"1664",3068,2004,"KL",6408,1,142,"weight"
"1665",3069,2004,"KL",6424,1,139,"field"
"1666",3070,2004,"KL",6500,1,153,"weight"
"1667",3071,2004,"KL",6501,1,119,"weight"
"1668",3073,2004,"KL",6532,1,120,"weight"
"1669",3074,2004,"KL",6538,1,116,"weight"
"1670",3075,2004,"KL",6617,1,109,"weight"
"1671",3076,2004,"KL",6868,1,139,"trap"
"1672",3078,2004,"KL",7609,1,109,"weight"
"1673",3079,2004,"KL",7827,1,121,"weight"
"1674",3081,2004,"LL",5954,1,113,"weight"
"1675",3082,2004,"LL",5955,1,102,"field"
"1676",3086,2004,"LL",6012,1,117,"weight"
"1677",3087,2004,"LL",6021,1,151,"weight"
"1678",3089,2004,"LL",6061,1,103,"weight"
"1679",3091,2004,"LL",6093,1,121,"trap"
"1680",3092,2004,"LL",6094,1,135,"trap"
"1681",3097,2004,"LL",6251,1,103,"weight"
"1682",3098,2004,"LL",6258,1,NA,NA
"1683",3102,2004,"LL",6332,1,86,"field"
"1684",3104,2004,"LL",6335,1,84,"field"
"1685",3105,2004,"LL",6336,1,98,"field"
"1686",3106,2004,"LL",6380,1,116,"weight"
"1687",3107,2004,"LL",6384,1,NA,NA
"1688",3109,2004,"LL",6429,1,NA,NA
"1689",3113,2004,"LL",6587,1,113,"weight"
"1690",3114,2004,"LL",6778,1,117,"field"
"1691",3115,2004,"LL",6946,1,131,"field"
"1692",3119,2004,"LL",7305,1,96,"field"
"1693",3120,2004,"LL",7502,1,139,"weight"
"1694",3121,2004,"LL",7816,1,131,"weight"
"1695",3122,2004,"LL",8258,1,119,"weight"
"1696",3124,2004,"LL",10143,1,111,"trap"
"1697",3125,2004,"LL",11212,1,NA,NA
"1698",3127,2004,"SU",5924,1,118,"trap"
"1699",3128,2004,"SU",5957,1,128,"trap"
"1700",3129,2004,"SU",5959,1,123,"trap"
"1701",3130,2004,"SU",6338,1,124,"trap"
"1702",3132,2004,"SU",6342,1,118,"trap"
"1703",3134,2004,"SU",6347,1,NA,NA
"1704",3136,2004,"SU",6348,1,105,"weight"
"1705",3137,2004,"SU",6373,1,NA,NA
"1706",3139,2004,"SU",6398,1,131,"weight"
"1707",3140,2004,"SU",6458,1,135,"weight"
"1708",3141,2004,"SU",6495,1,109,"weight"
"1709",3142,2004,"SU",6502,1,131,"weight"
"1710",3144,2004,"SU",6508,1,128,"weight"
"1711",3145,2004,"SU",6526,1,100,"trap"
"1712",3146,2004,"SU",6569,1,143,"weight"
"1713",3147,2004,"SU",6760,1,167,"weight"
"1714",3148,2004,"AG",6795,1,128,"weight"
"1715",3149,2004,"SU",6834,1,114,"trap"
"1716",3150,2004,"SU",6953,1,154,"field"
"1717",3152,2004,"SU",7068,1,112,"trap"
"1718",3154,2004,"SU",7278,1,138,"weight"
"1719",3157,2004,"SU",7553,1,137,"trap"
"1720",3158,2004,"SU",7643,1,152,"field"
"1721",3159,2004,"SU",7768,1,123,"weight"
"1722",3162,2004,"SU",8513,1,133,"weight"
"1723",3178,2005,"AG",6244,1,125,"weight"
"1724",3179,2005,"AG",6290,1,116,"weight"
"1725",3180,2005,"AG",6305,1,141,"trap"
"1726",3181,2005,"AG",6340,1,109,"weight"
"1727",3182,2005,"AG",6349,1,109,"trap"
"1728",3184,2005,"AG",6387,1,109,"weight"
"1729",3185,2005,"AG",6413,1,120,"trap"
"1730",3186,2005,"AG",6420,1,101,"weight"
"1731",3188,2005,"AG",6433,1,132,"field"
"1732",3189,2005,"AG",6459,1,92,"trap"
