"","squirrel_id","litter_id","grid","year","mean_growth","cones_tm1","spr_density","age","bucket","bucket2","ls","std_Growt","std_LS"
"47",19611,6516,"SU",2016,1.59583333333333,0,2.14159737969262,3,0,0,3,-0.87222463005098,0.755449447748818
"48",19611,7739,"SU",2017,1.53466666666667,0.419754976854069,1.91484001007811,4,0,0,3,0.162064004484177,0.464485583222015
"49",19611,8701,"SU",2018,2.04666666666667,1.47066329700388,1.68808264046359,5,0,0,3,0.76181963816864,0.48350116580804
"50",19611,9075,"SU",2019,0.882608695652174,0.247520837372256,0.856638951877047,6,0,0,6,-0.596896230660697,1.83157461372673
"51",19649,5849,"KL",2014,2.23333333333333,2.58606650714206,1.66288737717309,1,0,0,3,1.45810942549704,-0.495349842958804
"52",19649,6517,"KL",2016,1.9125,0,3.04862685815067,3,0,0,2,0.653182367257489,-0.47708960455284
"53",19649,8702,"KL",2018,NA,2.04476444590038,2.19198790627362,5,0,0,NA,NA,NA
"54",19655,5948,"KL",2014,NA,2.58606650714206,1.66288737717309,1,0,0,2,NA,-1.52912342826413
"55",19689,5903,"KL",2014,1.56293103448276,2.58606650714206,1.66288737717309,1,0,0,4,-0.186585810739431,0.538423742346526
"56",19692,6026,"KL",2014,NA,2.58606650714206,1.66288737717309,1,0,0,NA,NA,NA
"57",19702,5950,"KL",2014,1.86847826086957,2.58606650714206,1.66288737717309,1,0,0,4,0.563011958458639,0.538423742346526
"58",19702,6195,"KL",2015,2.374,5.01362327092466,3.5525321239607,2,0,0,2,1.19239724393093,-0.999841759631892
"59",19702,8704,"KL",2018,0.916049382716049,2.04476444590038,2.19198790627362,5,0,0,3,-1.95821286731849,0.454968652630072
"60",19706,5888,"KL",2014,1.309375,2.58606650714206,1.66288737717309,1,0,0,4,-0.808633800055402,0.538423742346526
"61",19706,6134,"KL",2015,1.80625,5.01362327092466,3.5525321239607,2,0,0,4,-0.144375182690143,1.22202881732787
"62",19706,6520,"KL",2016,1.59333333333333,0,3.04862685815067,3,0,0,3,-0.209135738331319,1.03369414319782
"63",19706,8925,"KL",2018,1.372,2.04476444590038,2.19198790627362,5,0,0,3,-0.598529672227727,0.454968652630072
"64",19706,9076,"KL",2019,NA,0.488709492982028,1.53691106072058,6,0,0,4,NA,-0.190887400391392
"65",19706,9719,"KL",2020,NA,5.80099961188205,1.33534895439657,7,0,0,4,NA,0.754073902863898
"66",19707,5887,"KL",2014,NA,2.58606650714206,1.66288737717309,1,0,0,NA,NA,NA
"67",19707,6521,"KL",2016,1.96538461538462,0,3.04862685815067,3,0,0,2,0.796064961575779,-0.47708960455284
"68",19707,8932,"KL",2018,1.43066666666667,2.04476444590038,2.19198790627362,5,0,0,3,-0.423580724348616,0.454968652630072
"69",19719,5942,"KL",2014,NA,2.58606650714206,1.66288737717309,1,0,0,NA,NA,NA
"70",19719,6522,"KL",2016,0.889583333333333,0,3.04862685815067,3,0,0,2,-2.11051338890507,-0.47708960455284
"71",19719,8941,"KL",2018,1.73333333333333,2.04476444590038,2.19198790627362,5,0,0,2,0.478996802209526,-1.0149300712517
"72",19740,5818,"SU",2014,1.29333333333333,2.06010515786152,1.48652053413958,1,0,0,3,-0.961013213197693,0
"73",19740,7907,"SU",2017,1.07307692307692,0.419754976854069,1.91484001007811,4,0,0,3,-1.60049929012022,0.464485583222015
"74",19742,5808,"SU",2014,NA,2.06010515786152,1.48652053413958,1,0,0,2,NA,-1.07417231105915
"75",19742,6190,"SU",2015,NA,3.85827643286645,2.74628369866465,2,0,0,NA,NA,NA
"76",19742,6524,"SU",2016,2.18260869565217,0,2.14159737969262,3,0,0,2,1.02399234387938,-0.679904502973937
"77",19742,7908,"SU",2017,1.45185185185185,0.419754976854069,1.91484001007811,4,0,0,3,-0.154161290529713,0.464485583222015
"78",19742,8708,"SU",2018,NA,1.47066329700388,1.68808264046359,5,0,0,2,NA,-1.2571030311009
"79",19764,5918,"KL",2014,NA,2.58606650714206,1.66288737717309,1,0,0,4,NA,0.538423742346526
"80",19764,6140,"KL",2015,2.09130434782609,5.01362327092466,3.5525321239607,2,0,0,3,0.5267878155703,0.111093528847988
"81",19764,6525,"KL",2016,1.848,0,3.04862685815067,3,0,0,2,0.4789175594962,-0.47708960455284
"82",19764,7744,"KL",2017,1.34166666666667,0.314072879827348,2.54472159234064,4,0,0,3,-0.501319060855894,0.233938608885478
"83",19764,8709,"KL",2018,1.31309523809524,2.04476444590038,2.19198790627362,5,0,0,3,-0.774188640187516,0.454968652630072
"84",19764,9195,"KL",2019,NA,0.488709492982028,1.53691106072058,6,0,0,NA,NA,NA
"85",19766,6028,"KL",2014,NA,2.58606650714206,1.66288737717309,1,0,0,NA,NA,NA
"86",19766,6203,"KL",2015,1.84130434782609,5.01362327092466,3.5525321239607,2,0,0,4,-0.0618394088335201,1.22202881732787
"87",19766,7745,"KL",2017,1.44166666666667,0.314072879827348,2.54472159234064,4,0,0,3,-0.180900866489674,0.233938608885478
"88",19767,5924,"KL",2014,0.968181818181818,2.58606650714206,1.66288737717309,1,0,0,3,-1.64568164690028,-0.495349842958804
"89",19767,6096,"KL",2015,1.71730769230769,5.01362327092466,3.5525321239607,2,0,0,4,-0.353790637526117,1.22202881732787
"90",19769,5931,"KL",2014,1.45344827586207,2.58606650714206,1.66288737717309,1,0,0,4,-0.455179417685894,0.538423742346526
"91",19769,6172,"KL",2015,NA,5.01362327092466,3.5525321239607,2,0,0,2,NA,-0.999841759631892
"92",19769,6526,"KL",2016,1.7695652173913,0,3.04862685815067,3,0,0,3,0.267004035262047,1.03369414319782
"93",19809,5983,"KL",2014,NA,2.58606650714206,1.66288737717309,1,0,0,3,NA,-0.495349842958804
"94",19809,8041,"KL",2017,1.598,0.314072879827348,2.54472159234064,4,0,0,2,0.320019577369517,-1.2365326469661
"95",1245,795,"LL",1991,NA,NA,NA,2,0,0,3,NA,0.754593774627039
"96",1200,775,"KL",1991,2.52083333333333,2.25078386855408,0.781053162005543,2,0,0,2,1.1654273434899,-0.870388279778489
"97",1220,779,"KL",1991,2.02941176470588,2.25078386855408,0.781053162005543,2,0,0,2,-0.116441840705441,-0.870388279778489
"98",1178,834,"SU",1991,1.85507246376812,1.67056379046545,1.58730158730159,2,0,0,3,-0.470104436542098,0.671159448309872
"99",1620,1022,"SU",1992,NA,0.0666230644721876,1.96523053665911,3,0,0,4,NA,0.856341174427986
"100",2098,1036,"SU",1992,1.203125,0.0666230644721876,1.96523053665911,3,0,0,4,-0.724907841031851,0.856341174427986
"101",2098,1189,"SU",1993,NA,2.69214334117669,1.48652053413958,4,0,0,3,NA,-0.370196586061451
"102",2098,1379,"SU",1994,1.875,3.98814527875725,2.54472159234064,5,0,0,2,-0.355638119093699,-1.51924803748983
"103",2409,1043,"SU",1992,NA,0.0666230644721876,1.96523053665911,2,0,0,NA,NA,NA
"104",2409,1200,"SU",1993,2.075,2.69214334117669,1.48652053413958,3,0,0,4,0.109982628875202,0.846163625283317
"105",2409,1388,"SU",1994,2.36111111111111,3.98814527875725,2.54472159234064,4,0,0,3,0.745480126372433,-0.0980160024186991
"106",2475,1047,"SU",1992,NA,0.0666230644721876,1.96523053665911,2,0,0,2,NA,-1.03351521051653
"107",2475,1205,"SU",1993,2.17647058823529,2.69214334117669,1.48652053413958,3,0,0,2,0.363941327788743,-1.58655679740622
"108",2475,1394,"SU",1994,2.52777777777778,3.98814527875725,2.54472159234064,4,0,0,3,1.12300638196082,-0.0980160024186991
"109",1417,1004,"SU",1992,NA,0.0666230644721876,1.96523053665911,2,0,0,NA,NA,NA
"110",1421,896,"KL",1992,NA,0.396017825088179,0.655076845553036,2,0,0,NA,NA,NA
"111",2385,969,"LL",1992,2.1875,0.362352046486127,NA,2,0,0,2,1.27828609218343,-1.85924450340906
"112",2385,1146,"LL",1993,2.58974358974359,2.94002983294186,NA,3,0,0,3,1.24448142980652,-0.120335556090431
"113",2385,1320,"LL",1994,2.02222222222222,3.66811455188247,NA,4,0,0,3,-0.087295973831179,0
"114",3618,922,"KL",1992,2.875,0.396017825088179,0.655076845553036,1,0,0,1,2.54344906791013,-1.61215799922627
"115",3618,1109,"KL",1993,1.44761904761905,3.53674678805725,0.982615268329554,2,0,0,5,-1.30677070357982,2.13698761952184
"116",3618,1280,"KL",1994,NA,5.08936489946811,1.8644494834971,3,0,0,1,NA,-2.94957624075053
"117",3618,1472,"KL",1995,NA,0.380323760999794,1.41093474426808,4,0,0,3,NA,0.0679250119277591
"118",3618,1636,"KL",1996,1.85714285714286,3.66826977732922,1.61249685059209,5,0,0,4,-0.397636852004507,1.04741631533895
"119",3618,1798,"KL",1997,1.54166666666667,3.32192580410932,1.63769211388259,6,0,0,3,-0.904444988689641,0.476607516535646
"120",3618,1943,"KL",1998,NA,2.87297988785229,2.11640211640212,7,0,0,NA,NA,NA
"121",4108,923,"KL",1992,1.875,0.396017825088179,0.655076845553036,1,0,0,2,0.635437066375916,-0.728071354489281
"122",4108,1112,"KL",1993,NA,3.53674678805725,0.982615268329554,2,0,0,2,NA,-1.15512844298478
"123",4108,1286,"KL",1994,NA,5.08936489946811,1.8644494834971,3,0,0,3,NA,-0.140456011464311
"124",4108,1482,"KL",1995,NA,0.380323760999794,1.41093474426808,4,0,0,NA,NA,NA
"125",4108,1644,"KL",1996,NA,3.66826977732922,1.61249685059209,5,0,0,4,NA,1.04741631533895
"126",4108,1808,"KL",1997,1.37037037037037,3.32192580410932,1.63769211388259,6,0,0,3,-1.39576879207024,0.476607516535646
"127",4108,1965,"KL",1998,1.46666666666667,2.87297988785229,2.11640211640212,7,0,0,5,-0.944401574360532,2.05792094358326
"128",4108,2157,"KL",1999,NA,5.16949592671395,3.5525321239607,8,0,0,NA,NA,NA
"129",1617,1020,"SU",1992,0.98989898989899,0.0666230644721876,1.96523053665911,1,0,0,4,-1.1779084063475,0.856341174427986
"130",1352,1000,"SU",1992,1.34782608695652,0.0666230644721876,1.96523053665911,1,0,0,1,-0.417489087747289,-1.9784434029888
"131",2757,1051,"SU",1992,NA,0.0666230644721876,1.96523053665911,1,0,0,3,NA,-0.0885870180442744
"132",2757,1217,"SU",1993,NA,2.69214334117669,1.48652053413958,2,0,0,4,NA,0.846163625283317
"133",2757,1409,"SU",1994,NA,3.98814527875725,2.54472159234064,3,0,0,3,NA,-0.0980160024186991
"134",2757,1562,"SU",1995,NA,0.250343175642539,1.7888636936256,4,0,0,2,NA,-1.49188346807653
"135",2533,1049,"SU",1992,NA,0.0666230644721876,1.96523053665911,1,0,0,3,NA,-0.0885870180442744
"136",2533,1212,"SU",1993,1.61666666666667,2.69214334117669,1.48652053413958,2,0,0,3,-1.03712550389852,-0.370196586061451
"137",2533,1403,"SU",1994,2.28571428571429,3.98814527875725,2.54472159234064,3,0,0,3,0.574694439320542,-0.0980160024186991
"138",2533,1554,"SU",1995,NA,0.250343175642539,1.7888636936256,4,0,0,3,NA,-0.34100193556035
"139",3160,1052,"SU",1992,NA,0.0666230644721876,1.96523053665911,1,0,0,NA,NA,NA
"140",3160,1219,"SU",1993,1.95833333333333,2.69214334117669,1.48652053413958,2,0,0,4,-0.182008532194474,0.846163625283317
"141",3160,1412,"SU",1994,2.015625,3.98814527875725,2.54472159234064,3,0,0,4,-0.0371003409409968,1.32321603265244
"142",3160,1565,"SU",1995,1.80952380952381,0.250343175642539,1.7888636936256,4,0,0,2,0.0128671709684043,-1.49188346807653
"143",3160,1741,"SU",1996,NA,2.85455254393493,2.14159737969262,5,0,0,3,NA,0
"144",1637,1023,"SU",1992,2.69565217391304,0.0666230644721876,1.96523053665911,1,0,0,2,2.44597948744788,-1.03351521051653
"145",3168,1053,"SU",1992,NA,0.0666230644721876,1.96523053665911,1,0,0,3,NA,-0.0885870180442744
"146",3168,1221,"SU",1993,NA,2.69214334117669,1.48652053413958,2,0,0,4,NA,0.846163625283317
"147",3168,1413,"SU",1994,NA,3.98814527875725,2.54472159234064,3,0,0,3,NA,-0.0980160024186991
"148",3168,1566,"SU",1995,1.48,0.250343175642539,1.7888636936256,4,0,0,5,-0.557387496719314,1.96076112947201
"149",3168,1742,"SU",1996,NA,2.85455254393493,2.14159737969262,5,0,0,4,NA,0.866025403784439
"150",2452,916,"KL",1992,1.74,0.396017825088179,0.655076845553036,1,0,0,2,0.377855446168797,-0.728071354489281
"151",2452,1095,"KL",1993,2.46428571428571,3.53674678805725,0.982615268329554,2,0,0,2,0.642020870190847,-1.15512844298478
"152",2452,1260,"KL",1994,2,5.08936489946811,1.8644494834971,3,0,0,4,-0.593376323592111,1.2641041031788
"153",1591,904,"KL",1992,NA,0.396017825088179,0.655076845553036,1,0,0,2,NA,-0.728071354489281
"154",1660,1025,"SU",1992,1.35714285714286,0.0666230644721876,1.96523053665911,1,0,0,2,-0.397695526167599,-1.03351521051653
"155",1413,938,"LL",1992,1.31372549019608,0.362352046486127,NA,1,0,0,3,-0.278336177109491,-0.464811125852264
"156",1422,939,"LL",1992,1.64444444444444,0.362352046486127,NA,1,0,0,3,0.310836982880947,-0.464811125852264
"157",2429,1390,"SU",1994,NA,3.98814527875725,2.54472159234064,3,0,0,2,NA,-1.51924803748983
"158",2477,1048,"SU",1992,NA,0.0666230644721876,1.96523053665911,1,0,0,1,NA,-1.9784434029888
"159",2477,1206,"SU",1993,1.84313725490196,2.69214334117669,1.48652053413958,2,0,0,3,-0.470319132410329,-0.370196586061451
"160",1911,1031,"SU",1992,NA,0.0666230644721876,1.96523053665911,1,0,0,4,NA,0.856341174427986
"161",1911,1183,"SU",1993,1.73015873015873,2.69214334117669,1.48652053413958,2,0,0,3,-0.753079680545028,-0.370196586061451
"162",3373,982,"LL",1992,NA,0.362352046486127,NA,1,0,0,2,NA,-1.85924450340906
"163",3373,1171,"LL",1993,2,2.94002983294186,NA,2,0,0,4,-0.0754951725247808,1.5041944511304
"164",3373,1365,"LL",1994,2.45098039215686,3.66811455188247,NA,3,0,0,3,0.935064838675104,0
"165",3373,1529,"LL",1995,1.47142857142857,0.298124956743886,NA,4,0,0,5,-0.0324291245955703,1.24726468694446
"166",3373,1702,"LL",1996,NA,3.13666275137104,NA,5,0,0,4,NA,1.0652617559528
"167",1727,1030,"SU",1992,1.19230769230769,0.0666230644721876,1.96523053665911,1,0,0,4,-0.747889307962116,0.856341174427986
"168",1727,1180,"SU",1993,2.26785714285714,2.69214334117669,1.48652053413958,2,0,0,4,0.592661895133235,0.846163625283317
"169",2538,977,"LL",1992,2.03,0.362352046486127,NA,1,0,0,5,0.997701107541737,2.32405562926132
"170",2538,1159,"LL",1993,2.41176470588235,2.94002983294186,NA,2,0,0,3,0.846125319640042,-0.120335556090431
"171",2538,1339,"LL",1994,2.26666666666667,3.66811455188247,NA,3,0,0,4,0.49557436744527,1.35873244097351
"172",2538,1497,"LL",1995,NA,0.298124956743886,NA,4,0,0,NA,NA,NA
"173",2782,978,"LL",1992,3.06666666666667,0.362352046486127,NA,1,0,0,3,2.84451444560662,-0.464811125852264
"174",2782,1165,"LL",1993,2.58928571428571,2.94002983294186,NA,2,0,0,4,1.24345660325192,1.5041944511304
"175",2782,1351,"LL",1994,3.25,3.66811455188247,NA,3,0,0,2,2.84030278576189,-1.35873244097351
"176",1328,999,"SU",1992,NA,0.0666230644721876,1.96523053665911,1,0,0,3,NA,-0.0885870180442744
"177",1612,905,"KL",1992,NA,0.396017825088179,0.655076845553036,1,0,0,NA,NA,NA
"178",3525,921,"KL",1992,0.931818181818182,0.396017825088179,0.655076845553036,1,0,0,4,-1.16416516234385,1.04010193498469
"179",3525,1107,"KL",1993,NA,3.53674678805725,0.982615268329554,2,0,0,NA,NA,NA
"180",3525,1279,"KL",1994,NA,5.08936489946811,1.8644494834971,3,0,0,3,NA,-0.140456011464311
"181",3525,1469,"KL",1995,NA,0.380323760999794,1.41093474426808,4,0,0,2,NA,-0.883025155060866
"182",3525,1634,"KL",1996,NA,3.66826977732922,1.61249685059209,5,0,0,3,NA,-0.28565899509244
"183",3525,1796,"KL",1997,NA,3.32192580410932,1.63769211388259,6,0,0,2,NA,-0.667250523149905
"184",3148,979,"LL",1992,1.33333333333333,0.362352046486127,NA,1,0,0,3,-0.243404962090295,-0.464811125852264
"185",3148,1167,"LL",1993,NA,2.94002983294186,NA,2,0,0,2,NA,-1.74486556331126
"186",3148,1356,"LL",1994,2.27941176470588,3.66811455188247,NA,3,0,0,4,0.525964665987758,1.35873244097351
"187",3148,1518,"LL",1995,NA,0.298124956743886,NA,4,0,0,4,NA,0.319811458190886
"188",3148,1683,"LL",1996,0.911764705882353,3.13666275137104,NA,5,0,0,3,-1.25764204256009,-0.118362417328089
"189",3256,981,"LL",1992,NA,0.362352046486127,NA,1,0,0,3,NA,-0.464811125852264
"190",3256,1170,"LL",1993,1.17857142857143,2.94002983294186,NA,2,0,0,4,-1.91403401148624,1.5041944511304
"191",3256,1362,"LL",1994,1.93333333333333,3.66811455188247,NA,3,0,0,3,-0.299248825204433,0
"192",3256,1526,"LL",1995,1.3,0.298124956743886,NA,4,0,0,3,-0.41296297591031,-0.607641770562685
"193",3256,1698,"LL",1996,NA,3.13666275137104,NA,5,0,0,3,NA,-0.118362417328089
"194",1293,928,"LL",1992,NA,0.362352046486127,NA,1,0,0,3,NA,-0.464811125852264
"195",1479,940,"LL",1992,1.3859649122807,0.362352046486127,NA,1,0,0,3,-0.149642227038769,-0.464811125852264
"196",1593,950,"LL",1992,1.16666666666667,0.362352046486127,NA,1,0,0,3,-0.540320289753461,-0.464811125852264
"197",2497,976,"LL",1992,NA,0.362352046486127,NA,1,0,0,NA,NA,NA
"198",2497,1156,"LL",1993,2.03947368421053,2.94002983294186,NA,2,0,0,4,0.0128556641301181,1.5041944511304
"199",2497,1335,"LL",1994,NA,3.66811455188247,NA,3,0,0,3,NA,0
"200",2453,917,"KL",1992,1.52083333333333,0.396017825088179,0.655076845553036,1,0,0,3,-0.0403171841674508,0.156015290247703
"201",2453,1097,"KL",1993,NA,3.53674678805725,0.982615268329554,2,0,0,NA,NA,NA
"202",2453,1261,"KL",1994,2.58333333333333,5.08936489946811,1.8644494834971,3,0,0,3,1.04365596037092,-0.140456011464311
"203",2544,920,"KL",1992,1.25,0.396017825088179,0.655076845553036,1,0,0,3,-0.557070434582966,0.156015290247703
"204",2544,1104,"KL",1993,1.93333333333333,3.53674678805725,0.982615268329554,2,0,0,3,-0.375732106274863,-0.0577564221492391
"205",2544,1266,"KL",1994,NA,5.08936489946811,1.8644494834971,3,0,0,3,NA,-0.140456011464311
"206",2544,1445,"KL",1995,NA,0.380323760999794,1.41093474426808,4,0,0,NA,NA,NA
"207",2152,965,"LL",1992,0.857142857142857,0.362352046486127,NA,1,0,0,4,-1.09173446969934,0.929622251704528
"208",2152,1138,"LL",1993,2.48387096774194,2.94002983294186,NA,2,0,0,3,1.00751508324494,-0.120335556090431
"209",2152,1303,"LL",1994,2,3.66811455188247,NA,3,0,0,4,-0.140284186674492,1.35873244097351
"210",2660,1214,"SU",1993,1.80555555555556,2.69214334117669,1.48652053413958,1,0,0,4,-0.564377909785714,0.846163625283317
"211",2660,1405,"SU",1994,2.05555555555556,3.98814527875725,2.54472159234064,2,0,0,4,0.0533486577937207,1.32321603265244
"212",2660,1557,"SU",1995,1.68518518518519,0.250343175642539,1.7888636936256,3,0,0,3,-0.202305993621534,-0.34100193556035
"213",2478,1207,"SU",1993,1.54166666666667,2.69214334117669,1.48652053413958,1,0,0,3,-1.22483410744331,-0.370196586061451
"214",2478,1396,"SU",1994,2.21666666666667,3.98814527875725,2.54472159234064,2,0,0,3,0.418290704862496,-0.0980160024186991
"215",2509,1158,"LL",1993,2.16216216216216,2.94002983294186,NA,1,0,0,3,0.287459615895343,-0.120335556090431
"216",2509,1336,"LL",1994,2,3.66811455188247,NA,2,0,0,3,-0.140284186674492,0
"217",3750,1111,"KL",1993,NA,3.53674678805725,0.982615268329554,1,0,0,2,NA,-1.15512844298478
"218",3750,1283,"KL",1994,2.2,5.08936489946811,1.8644494834971,2,0,0,3,-0.0321081119476417,-0.140456011464311
"219",3750,1478,"KL",1995,NA,0.380323760999794,1.41093474426808,3,0,0,3,NA,0.0679250119277591
"220",3750,1640,"KL",1996,NA,3.66826977732922,1.61249685059209,4,0,0,3,NA,-0.28565899509244
"221",3750,1802,"KL",1997,2,3.32192580410932,1.63769211388259,5,0,0,1,0.410178160896284,-1.81110856283546
"222",3750,1952,"KL",1998,0.637254901960784,2.87297988785229,2.11640211640212,6,0,0,3,-2.19322083323855,-0.137194729572217
"223",2519,1209,"SU",1993,NA,2.69214334117669,1.48652053413958,1,0,0,NA,NA,NA
"224",2519,1401,"SU",1994,NA,3.98814527875725,2.54472159234064,2,0,0,NA,NA,NA
"225",2519,1552,"SU",1995,NA,0.250343175642539,1.7888636936256,3,0,0,NA,NA,NA
"226",2386,1093,"KL",1993,2.05,3.53674678805725,0.982615268329554,1,0,0,3,-0.152100286333968,-0.0577564221492391
"227",2386,1258,"KL",1994,3.03846153846154,5.08936489946811,1.8644494834971,2,0,0,2,2.32090092917725,-1.54501612610742
"228",2432,1327,"LL",1994,2.23076923076923,3.66811455188247,NA,2,0,0,4,0.409978023621456,1.35873244097351
"229",2552,1341,"LL",1994,1.80434782608696,3.66811455188247,NA,2,0,0,4,-0.606810843229752,1.35873244097351
"230",2552,1499,"LL",1995,NA,0.298124956743886,NA,3,0,0,4,NA,0.319811458190886
"231",2672,1215,"SU",1993,2.14583333333333,2.69214334117669,1.48652053413958,1,0,0,3,0.287262976667505,-0.370196586061451
"232",2672,1406,"SU",1994,NA,3.98814527875725,2.54472159234064,2,0,0,NA,NA,NA
"233",3159,1106,"KL",1993,2.28070175438596,3.53674678805725,0.982615268329554,1,0,0,3,0.29011902678224,-0.0577564221492391
"234",3159,1274,"KL",1994,1.7037037037037,5.08936489946811,1.8644494834971,2,0,0,3,-1.42488478528762,-0.140456011464311
"235",3159,1462,"KL",1995,1.59375,0.380323760999794,1.41093474426808,3,0,0,2,-0.468741175644912,-0.883025155060866
"236",3159,1740,"SU",1996,NA,2.85455254393493,2.14159737969262,4,0,0,2,NA,-0.866025403784439
